Feature,Importance
cat__place_South Wayneborough,0
cat__place_South Wendy,0
cat__place_South Wendyburgh,0
cat__place_South Wendymouth,0
cat__place_South Wesley,0
cat__place_South Whitney,0
cat__place_South Whitneybury,0
cat__place_South William,0
cat__place_South Williamberg,0
cat__place_South Williambury,0
cat__place_South Williamfort,0
cat__place_South Williamfurt,0
cat__place_South Williamhaven,0
cat__place_South Williammouth,0
cat__place_South Williamshire,0
cat__place_South Williamside,0
cat__place_South Williamville,0
cat__place_South Yolanda,0
cat__place_South Yvette,0
cat__place_South Yvonne,0
cat__place_South Zachary,0
cat__place_South Zacharyshire,0
cat__place_Sparksborough,0
cat__place_Sparksburgh,0
cat__place_Sparksbury,0
cat__place_Sparksfort,0
cat__place_Sparksfurt,0
cat__place_Sparkshaven,0
cat__place_Sparksland,0
cat__place_Sparksstad,0
cat__place_Sparksville,0
cat__place_Spearsfort,0
cat__place_Spearsmouth,0
cat__place_Spearsshire,0
cat__place_Spenceborough,0
cat__place_Spencebury,0
cat__place_Spencechester,0
cat__place_Spenceland,0
cat__place_Spencerborough,0
cat__place_Spencerburgh,0
cat__place_Spencerbury,0
cat__place_Spencerfort,0
cat__place_Spencerfurt,0
cat__place_Spencerhaven,0
cat__place_Spencerland,0
cat__place_Spencermouth,0
cat__place_Spencerport,0
cat__place_Spencershire,0
cat__place_Spencerside,0
cat__place_Spencerton,0
cat__place_Spencertown,0
cat__place_Spencerville,0
cat__place_Staceyborough,0
cat__place_Staceyburgh,0
cat__place_Staceyfurt,0
cat__place_Staceymouth,0
cat__place_Staceyton,0
cat__place_Staceyview,0
cat__place_Staceyville,0
cat__place_Stacieborough,0
cat__place_Stacieton,0
cat__place_Stacyberg,0
cat__place_Stacyburgh,0
cat__place_Stacybury,0
cat__place_Stacyfort,0
cat__place_Stacyhaven,0
cat__place_Stacymouth,0
cat__place_Stacyside,0
cat__place_Stacystad,0
cat__place_Stacyview,0
cat__place_Stacyville,0
cat__place_Staffordburgh,0
cat__place_Staffordside,0
cat__place_Stanleyberg,0
cat__place_Stanleyborough,0
cat__place_Stanleyburgh,0
cat__place_Stanleybury,0
cat__place_Stanleychester,0
cat__place_Stanleyhaven,0
cat__place_Stanleyshire,0
cat__place_Stanleyside,0
cat__place_Stanleytown,0
cat__place_Stanleyview,0
cat__place_Stanleyville,0
cat__place_Stantonmouth,0
cat__place_Stantonstad,0
cat__place_Stantonview,0
cat__place_Starkbury,0
cat__place_Starkmouth,0
cat__place_Starkport,0
cat__place_Steeleberg,0
cat__place_Steelehaven,0
cat__place_Steeleside,0
cat__place_Steelestad,0
cat__place_Steeleton,0
cat__place_Steeletown,0
cat__place_Stefanieborough,0
cat__place_Stefanieburgh,0
cat__place_Steintown,0
cat__place_Stephanieberg,0
cat__place_Stephanieborough,0
cat__place_Stephanieburgh,0
cat__place_Stephaniebury,0
cat__place_Stephaniechester,0
cat__place_Stephaniefort,0
cat__place_Stephaniefurt,0
cat__place_Stephaniehaven,0
cat__place_Stephanieland,0
cat__place_Stephaniemouth,0
cat__place_Stephanieport,0
cat__place_Stephanieshire,0
cat__place_Stephanieside,0
cat__place_Stephaniestad,0
cat__place_Stephanieton,0
cat__place_Stephanietown,0
cat__place_Stephanieville,0
cat__place_Stephenburgh,0
cat__place_Stephenbury,0
cat__place_Stephenchester,0
cat__place_Stephenfort,0
cat__place_Stephenfurt,0
cat__place_Stephenhaven,0
cat__place_Stephenland,0
cat__place_Stephenmouth,0
cat__place_Stephenport,0
cat__place_Stephensberg,0
cat__place_Stephensburgh,0
cat__place_Stephensfort,0
cat__place_Stephensfurt,0
cat__place_Stephenshire,0
cat__place_Stephenside,0
cat__place_Stephensland,0
cat__place_Stephensmouth,0
cat__place_Stephensonborough,0
cat__place_Stephensonhaven,0
cat__place_Stephensonmouth,0
cat__place_Stephensonview,0
cat__place_Stephensonville,0
cat__place_Stephensport,0
cat__place_Stephensside,0
cat__place_Stephenstad,0
cat__place_Stephenston,0
cat__place_Stephenstown,0
cat__place_Stephensview,0
cat__place_Stephensville,0
cat__place_Stephenton,0
cat__place_Stephentown,0
cat__place_Stephenview,0
cat__place_Steveberg,0
cat__place_Steveburgh,0
cat__place_Stevebury,0
cat__place_Stevefurt,0
cat__place_Steveland,0
cat__place_Stevemouth,0
cat__place_Stevenberg,0
cat__place_Stevenborough,0
cat__place_Stevenburgh,0
cat__place_Stevenbury,0
cat__place_Stevenchester,0
cat__place_Stevenfort,0
cat__place_Stevenfurt,0
cat__place_Stevenhaven,0
cat__place_Stevenland,0
cat__place_Stevenmouth,0
cat__place_Stevenport,0
cat__place_Stevensberg,0
cat__place_Stevensborough,0
cat__place_Stevensburgh,0
cat__place_Stevensbury,0
cat__place_Stevensfort,0
cat__place_Stevensfurt,0
cat__place_Stevenshire,0
cat__place_Stevensmouth,0
cat__place_Stevensonborough,0
cat__place_Stevensonbury,0
cat__place_Stevensonland,0
cat__place_Stevensonmouth,0
cat__place_Stevensonshire,0
cat__place_Stevensonview,0
cat__place_Stevensshire,0
cat__place_Stevensstad,0
cat__place_Stevenstad,0
cat__place_Stevenston,0
cat__place_Stevenstown,0
cat__place_Stevensview,0
cat__place_Stevensville,0
cat__place_Steventon,0
cat__place_Steventown,0
cat__place_Stevenview,0
cat__place_Stevenville,0
cat__place_Steveside,0
cat__place_Stevestad,0
cat__place_Steveville,0
cat__place_Stewartberg,0
cat__place_Stewartborough,0
cat__place_Stewartburgh,0
cat__place_Stewartbury,0
cat__place_Stewartchester,0
cat__place_Stewartfurt,0
cat__place_Stewarthaven,0
cat__place_Stewartmouth,0
cat__place_Stewartport,0
cat__place_Stewartshire,0
cat__place_Stewartside,0
cat__place_Stewartstad,0
cat__place_Stewartton,0
cat__place_Stewarttown,0
cat__place_Stewartview,0
cat__place_Stewartville,0
cat__place_Stokesfort,0
cat__place_Stokesport,0
cat__place_Stokesside,0
cat__place_Stoneberg,0
cat__place_Stoneburgh,0
cat__place_Stonebury,0
cat__place_Stonefurt,0
cat__place_Stonehaven,0
cat__place_Stoneland,0
cat__place_Stonemouth,0
cat__place_Stoneport,0
cat__place_Stoneshire,0
cat__place_Stoneville,0
cat__place_Stoutberg,0
cat__place_Stoutbury,0
cat__place_Stoutfurt,0
cat__place_Stoutstad,0
cat__place_Stricklandberg,0
cat__place_Stricklandland,0
cat__place_Stricklandstad,0
cat__place_Stricklandtown,0
cat__place_Strongfurt,0
cat__place_Stronghaven,0
cat__place_Strongside,0
cat__place_Strongville,0
cat__place_Stuartburgh,0
cat__place_Stuartchester,0
cat__place_Stuartport,0
cat__place_Stuartside,0
cat__place_Stuartton,0
cat__place_Suarezbury,0
cat__place_Suarezfort,0
cat__place_Suarezmouth,0
cat__place_Suarezton,0
cat__place_Suehaven,0
cat__place_Sullivanberg,0
cat__place_Sullivanburgh,0
cat__place_Sullivanbury,0
cat__place_Sullivanchester,0
cat__place_Sullivanfurt,0
cat__place_Sullivanhaven,0
cat__place_Sullivanland,0
cat__place_Sullivanmouth,0
cat__place_Sullivanport,0
cat__place_Sullivanshire,0
cat__place_Sullivanside,0
cat__place_Sullivanstad,0
cat__place_Sullivanton,0
cat__place_Sullivanview,0
cat__place_Sullivanville,0
cat__place_Summerhaven,0
cat__place_Summersberg,0
cat__place_Summersburgh,0
cat__place_Summersfurt,0
cat__place_Summershaven,0
cat__place_Summershire,0
cat__place_Summersland,0
cat__place_Summerstad,0
cat__place_Summerston,0
cat__place_Susanberg,0
cat__place_Susanborough,0
cat__place_Susanburgh,0
cat__place_Susanbury,0
cat__place_Susanchester,0
cat__place_Susanfort,0
cat__place_Susanfurt,0
cat__place_Susanhaven,0
cat__place_Susanland,0
cat__place_Susanmouth,0
cat__place_Susanport,0
cat__place_Susanshire,0
cat__place_Susanside,0
cat__place_Susanstad,0
cat__place_Susanton,0
cat__place_Susantown,0
cat__place_Susanview,0
cat__place_Susanville,0
cat__place_Suttonborough,0
cat__place_Suttonburgh,0
cat__place_Suttonbury,0
cat__place_Suttonchester,0
cat__place_Suttonfurt,0
cat__place_Suttonhaven,0
cat__place_Suttonland,0
cat__place_Suttonshire,0
cat__place_Suttonville,0
cat__place_Suzanneberg,0
cat__place_Suzanneborough,0
cat__place_Suzanneburgh,0
cat__place_Suzannefort,0
cat__place_Suzannehaven,0
cat__place_Suzanneland,0
cat__place_Suzannetown,0
cat__place_Swansonberg,0
cat__place_Swansonborough,0
cat__place_Swansonport,0
cat__place_Swansonside,0
cat__place_Swansonville,0
cat__place_Sweeneyburgh,0
cat__place_Sweeneyside,0
cat__place_Sweeneytown,0
cat__place_Sweeneyview,0
cat__place_Sydneymouth,0
cat__place_Sydneyton,0
cat__place_Sydneyview,0
cat__place_Sylviaburgh,0
cat__place_Sylviamouth,0
cat__place_Sylviaton,0
cat__place_Tabithabury,0
cat__place_Tabithafort,0
cat__place_Tabithaton,0
cat__place_Tabithatown,0
cat__place_Tamaraburgh,0
cat__place_Tamarabury,0
cat__place_Tamarachester,0
cat__place_Tamarafurt,0
cat__place_Tamaraland,0
cat__place_Tamaraport,0
cat__place_Tamaratown,0
cat__place_Tamaraview,0
cat__place_Tamiburgh,0
cat__place_Tamifurt,0
cat__place_Tamimouth,0
cat__place_Tammiefort,0
cat__place_Tammiehaven,0
cat__place_Tammieside,0
cat__place_Tammyberg,0
cat__place_Tammyburgh,0
cat__place_Tammybury,0
cat__place_Tammychester,0
cat__place_Tammyfort,0
cat__place_Tammyfurt,0
cat__place_Tammyhaven,0
cat__place_Tammymouth,0
cat__place_Tammyshire,0
cat__place_Tammyside,0
cat__place_Tammystad,0
cat__place_Tammyton,0
cat__place_Tammytown,0
cat__place_Tammyview,0
cat__place_Tammyville,0
cat__place_Tannerburgh,0
cat__place_Tannerstad,0
cat__place_Tanyaborough,0
cat__place_Tanyaburgh,0
cat__place_Tanyafort,0
cat__place_Tanyafurt,0
cat__place_Tanyahaven,0
cat__place_Tanyamouth,0
cat__place_Tanyaport,0
cat__place_Tanyashire,0
cat__place_Tanyaton,0
cat__place_Tapiaborough,0
cat__place_Tapiamouth,0
cat__place_Tapiaton,0
cat__place_Tapiaville,0
cat__place_Taraborough,0
cat__place_Tarabury,0
cat__place_Tarachester,0
cat__place_Tarafort,0
cat__place_Tarahaven,0
cat__place_Taraland,0
cat__place_Taramouth,0
cat__place_Tarastad,0
cat__place_Taraview,0
cat__place_Taraville,0
cat__place_Tashaberg,0
cat__place_Tashamouth,0
cat__place_Tateberg,0
cat__place_Tatehaven,0
cat__place_Tatestad,0
cat__place_Tateville,0
cat__place_Taylorberg,0
cat__place_Taylorborough,0
cat__place_Taylorburgh,0
cat__place_Taylorbury,0
cat__place_Taylorchester,0
cat__place_Taylorfort,0
cat__place_Taylorfurt,0
cat__place_Taylorhaven,0
cat__place_Taylorland,0
cat__place_Taylormouth,0
cat__place_Taylorport,0
cat__place_Taylorshire,0
cat__place_Taylorside,0
cat__place_Taylorstad,0
cat__place_Taylorton,0
cat__place_Taylortown,0
cat__place_Taylorview,0
cat__place_Taylorville,0
cat__place_Teresaberg,0
cat__place_Teresaborough,0
cat__place_Teresabury,0
cat__place_Teresafort,0
cat__place_Teresahaven,0
cat__place_Teresamouth,0
cat__place_Teresaport,0
cat__place_Teresashire,0
cat__place_Teresaside,0
cat__place_Teresatown,0
cat__place_Teresaview,0
cat__place_Teresaville,0
cat__place_Terranceside,0
cat__place_Terrellborough,0
cat__place_Terrifort,0
cat__place_Terrimouth,0
cat__place_Terrishire,0
cat__place_Terriside,0
cat__place_Territon,0
cat__place_Territown,0
cat__place_Terriville,0
cat__place_Terryberg,0
cat__place_Terryborough,0
cat__place_Terrybury,0
cat__place_Terrychester,0
cat__place_Terryfurt,0
cat__place_Terrymouth,0
cat__place_Ronaldtown,0
cat__place_Terrytown,0
cat__place_Terryview,0
cat__place_Theodorebury,0
cat__place_Theodorefurt,0
cat__place_Theodoreton,0
cat__place_Theodoreview,0
cat__place_Theresaberg,0
cat__place_Theresaborough,0
cat__place_Theresafurt,0
cat__place_Theresahaven,0
cat__place_Theresamouth,0
cat__place_Theresaport,0
cat__place_Theresaside,0
cat__place_Theresastad,0
cat__place_Theresaton,0
cat__place_Theresatown,0
cat__place_Theresaview,0
cat__place_Thomasberg,0
cat__place_Thomasborough,0
cat__place_Thomasburgh,0
cat__place_Thomasbury,0
cat__place_Thomaschester,0
cat__place_Thomasfort,0
cat__place_Thomasfurt,0
cat__place_Thomashaven,0
cat__place_Thomasland,0
cat__place_Thomasmouth,0
cat__place_Thomasport,0
cat__place_Thomasshire,0
cat__place_Thomasside,0
cat__place_Thomasstad,0
cat__place_Thomaston,0
cat__place_Thomastown,0
cat__place_Thomasview,0
cat__place_Thomasville,0
cat__place_Thompsonberg,0
cat__place_Thompsonborough,0
cat__place_Thompsonburgh,0
cat__place_Thompsonbury,0
cat__place_Thompsonchester,0
cat__place_Thompsonfort,0
cat__place_Thompsonfurt,0
cat__place_Thompsonhaven,0
cat__place_Thompsonland,0
cat__place_Thompsonmouth,0
cat__place_Thompsonport,0
cat__place_Thompsonshire,0
cat__place_Thompsonside,0
cat__place_Thompsonstad,0
cat__place_Thompsonton,0
cat__place_Thompsontown,0
cat__place_Thompsonview,0
cat__place_Thompsonville,0
cat__place_Thorntonborough,0
cat__place_Thorntonburgh,0
cat__place_Thorntonfurt,0
cat__place_Thorntonhaven,0
cat__place_Thorntonland,0
cat__place_Thorntonshire,0
cat__place_Thorntonstad,0
cat__place_Thorntonton,0
cat__place_Thorntontown,0
cat__place_Thorntonville,0
cat__place_Tiffanyberg,0
cat__place_Tiffanyborough,0
cat__place_Tiffanyburgh,0
cat__place_Tiffanybury,0
cat__place_Tiffanychester,0
cat__place_Tiffanyfort,0
cat__place_Tiffanyfurt,0
cat__place_Tiffanyhaven,0
cat__place_Tiffanymouth,0
cat__place_Tiffanyside,0
cat__place_Tiffanystad,0
cat__place_Tiffanyton,0
cat__place_Tiffanytown,0
cat__place_Tiffanyview,0
cat__place_Tiffanyville,0
cat__place_Timborough,0
cat__place_Timchester,0
cat__place_Timothyberg,0
cat__place_Timothyborough,0
cat__place_Timothyburgh,0
cat__place_Timothybury,0
cat__place_Timothychester,0
cat__place_Timothyfort,0
cat__place_Timothyhaven,0
cat__place_Timothyland,0
cat__place_Timothymouth,0
cat__place_Timothyport,0
cat__place_Timothyshire,0
cat__place_Timothyside,0
cat__place_Timothystad,0
cat__place_Timothyton,0
cat__place_Timothytown,0
cat__place_Timothyview,0
cat__place_Timothyville,0
cat__place_Timtown,0
cat__place_Tinaberg,0
cat__place_Tinaborough,0
cat__place_Tinaburgh,0
cat__place_Tinabury,0
cat__place_Tinafort,0
cat__place_Tinafurt,0
cat__place_Tinahaven,0
cat__place_Tinaland,0
cat__place_Tinamouth,0
cat__place_Tinaport,0
cat__place_Tinashire,0
cat__place_Tinaside,0
cat__place_Tinastad,0
cat__place_Tinaton,0
cat__place_Tinatown,0
cat__place_Tinaview,0
cat__place_Tinaville,0
cat__place_Toddberg,0
cat__place_Toddborough,0
cat__place_Toddburgh,0
cat__place_Toddbury,0
cat__place_Toddchester,0
cat__place_Toddfort,0
cat__place_Toddfurt,0
cat__place_Toddhaven,0
cat__place_Toddland,0
cat__place_Toddmouth,0
cat__place_Toddshire,0
cat__place_Toddside,0
cat__place_Toddstad,0
cat__place_Toddton,0
cat__place_Toddtown,0
cat__place_Toddview,0
cat__place_Tomberg,0
cat__place_Tommouth,0
cat__place_Tommyburgh,0
cat__place_Tommyfurt,0
cat__place_Tommymouth,0
cat__place_Tommystad,0
cat__place_Tonibury,0
cat__place_Tonifurt,0
cat__place_Toniland,0
cat__place_Tonyaberg,0
cat__place_Tonyaborough,0
cat__place_Tonyaburgh,0
cat__place_Tonyabury,0
cat__place_Tonyafurt,0
cat__place_Tonyaland,0
cat__place_Tonyamouth,0
cat__place_Tonyaport,0
cat__place_Tonyastad,0
cat__place_Tonyatown,0
cat__place_Tonyaville,0
cat__place_Tonyburgh,0
cat__place_Tonyfort,0
cat__place_Tonyhaven,0
cat__place_Tonyland,0
cat__place_Tonymouth,0
cat__place_Tonyshire,0
cat__place_Tonystad,0
cat__place_Tonyton,0
cat__place_Tonyview,0
cat__place_Tonyville,0
cat__place_Torresberg,0
cat__place_Torresborough,0
cat__place_Torresburgh,0
cat__place_Torresbury,0
cat__place_Torreschester,0
cat__place_Torresfort,0
cat__place_Torreshaven,0
cat__place_Torresland,0
cat__place_Torresmouth,0
cat__place_Torresport,0
cat__place_Torresside,0
cat__place_Torrestown,0
cat__place_Torresview,0
cat__place_Torresville,0
cat__place_Townsendborough,0
cat__place_Townsendfort,0
cat__place_Townsendmouth,0
cat__place_Townsendshire,0
cat__place_Townsendside,0
cat__place_Traceyburgh,0
cat__place_Traceyfort,0
cat__place_Traceyland,0
cat__place_Traceymouth,0
cat__place_Traceyshire,0
cat__place_Traceyside,0
cat__place_Traceystad,0
cat__place_Traceytown,0
cat__place_Traceyview,0
cat__place_Traciborough,0
cat__place_Traciburgh,0
cat__place_Tracibury,0
cat__place_Traciefurt,0
cat__place_Tracifurt,0
cat__place_Tracimouth,0
cat__place_Traciport,0
cat__place_Tracishire,0
cat__place_Traciside,0
cat__place_Tracitown,0
cat__place_Traciville,0
cat__place_Tracyberg,0
cat__place_Tracyburgh,0
cat__place_Tracychester,0
cat__place_Tracyfort,0
cat__place_Tracyhaven,0
cat__place_Tracyland,0
cat__place_Tracyport,0
cat__place_Tracyshire,0
cat__place_Tracyside,0
cat__place_Tracystad,0
cat__place_Tracytown,0
cat__place_Tracyview,0
cat__place_Tracyville,0
cat__place_Tranberg,0
cat__place_Tranchester,0
cat__place_Tranfort,0
cat__place_Tranhaven,0
cat__place_Transhire,0
cat__place_Transtad,0
cat__place_Tranview,0
cat__place_Tranville,0
cat__place_Travisberg,0
cat__place_Travisborough,0
cat__place_Travisburgh,0
cat__place_Travisbury,0
cat__place_Travischester,0
